"","StationCode","N","turb_median","turb_max","turb_min","turb_quan1","turb_quan25","turb_quan5","turb_quan75","turb_quan9","turb_mean","N.gte.25","pct.gte.25","N.gte.40","pct.gte.40"
"304-CSD-06","304-CSD-06",1,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0,0,0,0
"304-CSD-10","304-CSD-10",1,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,0,0,0,0
"304APS","304APS",17,3.5,64.7,0,0,0.3,3.5,16,35.82,11.8211764705882,2,11.7647058823529,2,11.7647058823529
"304APT","304APT",90,1.55,279.1,0,0,0,1.55,8.55,39.8600000000001,16.2595555555556,15,16.6666666666667,9,10
"304APW","304APW",8,4.95,286.2,1.9,2.04,2.175,4.95,5.65,90.9699999999999,39.3375,1,12.5,1,12.5
"304ARA","304ARA",17,13,97.4,0.1,3.16,6.6,13,49.1,66.4,28.6176470588235,7,41.1764705882353,6,35.2941176470588
"304BEP","304BEP",17,2.6,310.3,0.1,0.88,1.1,2.6,12.4,29.68,24.7705882352941,3,17.6470588235294,1,5.88235294117647
"304BH9","304BH9",17,2.3,80.8,0,0.06,1,2.3,5.1,17.96,8.71764705882353,1,5.88235294117647,1,5.88235294117647
"304BRA","304BRA",18,6.4,74.8,0,0.17,2.3,6.4,27.325,44.09,16.4388888888889,5,27.7777777777778,3,16.6666666666667
"304GAZ","304GAZ",95,1.5,1000,0,0,0.1,1.5,7.6,32.7400000000001,42.2745263157895,10,10.5263157894737,9,9.47368421052632
"304LOR","304LOR",99,2.1,274.9,0,0,0.115,2.1,8.2,27.28,11.6427272727273,12,12.1212121212121,5,5.05050505050505
"304RIV","304RIV",16,4.7,98.8,0,0.1,1.25,4.7,20.275,46.95,16.8625,4,25,2,12.5
"304SCM","304SCM",16,0.295,14.5,0,0,0.075,0.295,1.275,9.3,2.378125,0,0,0,0
"304SCO","304SCO",94,1,138.4,0,0,0.1,1,3.675,7.58,4.82244680851064,3,3.19148936170213,2,2.12765957446809
"304SL9","304SL9",17,2.2,183.8,0,0.22,1.1,2.2,13.6,23,16.6764705882353,2,11.7647058823529,1,5.88235294117647
"304SLB","304SLB",17,2.9,477,0,0.4,1.4,2.9,13.9,29.6,35.3,2,11.7647058823529,1,5.88235294117647
"304SLE","304SLE",17,2.9,182.4,0,0.82,1.8,2.9,9.7,25.8,16.7823529411765,2,11.7647058823529,2,11.7647058823529
"304SOK","304SOK",82,0.125,588,0,0,0,0.125,5.475,44.63,28.8628048780488,16,19.5121951219512,10,12.1951219512195
"304SOQ","304SOQ",17,4.9,159.2,0.3,0.484,2.2,4.9,12.2,100,26.1905882352941,3,17.6470588235294,3,17.6470588235294
"304SOU","304SOU",17,2.6,187.2,0,0,0.4,2.6,43.4,99,30.9176470588235,5,29.4117647058824,5,29.4117647058824
"304SVC","304SVC",7,1.1,8.4,0,0.12,0.55,1.1,4.5,6.78,2.8,0,0,0,0
"304VAL","304VAL",16,10.55,160,0,0.5,3.375,10.55,60.725,114.15,37.70625,6,37.5,5,31.25
"304WAD","304WAD",95,2,126.7,0,0,0.1,2,5.85,11.1,6.28052631578947,3,3.15789473684211,3,3.15789473684211
"304ZAY","304ZAY",18,3.4,47.2,0,0.52,2.55,3.4,17.2,29.61,10.6666666666667,4,22.2222222222222,1,5.55555555555556
"305ACR","305ACR",7,51.4,244,7,21.34,32.45,51.4,117,170.2,85.9,6,85.7142857142857,4,57.1428571428571
"305BRI","305BRI",16,15.9,1800,0.4,1.25,7.15,15.9,335.025,1064.4,316.3875,6,37.5,6,37.5
"305BRS","305BRS",17,17.9,508,2.1,5.508,9.6,17.9,46.2,138.6,65.5476470588235,8,47.0588235294118,5,29.4117647058824
"305CAN","305CAN",81,6,601,0,0.8,2.75,6,19.2,67.7,38.220987654321,18,22.2222222222222,13,16.0493827160494
"305CAR","305CAR",17,9.2,116.6,0.8,2.7,5.3,9.2,13,34.18,17.5941176470588,3,17.6470588235294,2,11.7647058823529
"305CCUSGS","305CCUSGS",1,1121,1121,1121,1121,1121,1121,1121,1121,1121,1,100,1,100
"305CHE","305CHE",5,1.7,43,0.5,0.62,0.8,1.7,3.5,27.2,9.9,1,20,1,20
"305CHI","305CHI",129,29.3,2534,2.87,7.86,15.9,29.3,62.7,216.4,118.323410852713,76,58.9147286821705,54,41.8604651162791
"305COR","305COR",107,19.3,2360,0,4.2,8.385,19.3,47.35,153.6,88.2703738317757,41,38.3177570093458,28,26.1682242990654
"305COR2","305COR2",15,1.2,325,0,0,0.345,1.2,8.65,22.48,26.2853333333333,2,13.3333333333333,1,6.66666666666667
"305FRA","305FRA",111,77.7,444,4.27,17.1,37.45,77.7,158.45,249.6,110.638378378378,94,84.6846846846847,81,72.972972972973
"305FUF","305FUF",33,26,886,2.4,7.976,12.1,26,88.5,167.82,80.0666666666667,17,51.5151515151515,14,42.4242424242424
"305HAR","305HAR",18,92,275.1,19,32.89,45.3,92,134,182.93,103.716666666667,16,88.8888888888889,14,77.7777777777778
"305HOL","305HOL",7,20.5,154,4.3,8.14,12.05,20.5,82.75,147.4,52.6285714285714,2,28.5714285714286,2,28.5714285714286
"305LCS","305LCS",90,3.855,705,0,0.48,1.9025,3.855,9.4225,36.96,26.4157777777778,14,15.5555555555556,8,8.88888888888889
"305LEA","305LEA",5,30.9,179.9,0,1.32,3.3,30.9,52.1,128.78,53.24,3,60,2,40
"305LHB","305LHB",3,212,232,37.3,72.24,124.65,212,222,228,160.433333333333,3,100,2,66.6666666666667
"305LLA","305LLA",38,13.5,210,0,2.54,7.525,13.5,22.275,78.5400000000003,31.9815789473684,8,21.0526315789474,6,15.7894736842105
"305LUC","305LUC",6,5,105,2.7,2.7,2.95,5,13.875,60.7,22.8,1,16.6666666666667,1,16.6666666666667
"305MON","305MON",5,24.7,155,9.8,15,22.8,24.7,110,137,64.46,2,40,2,40
"305MUR","305MUR",24,30.35,1800,6.1,11.06,14.8,30.35,83.875,730.4,201.625,13,54.1666666666667,10,41.6666666666667
"305MVR","305MVR",7,39.6,236.6,0,5.88,14.5,39.6,103.3,187.04,73.1142857142857,4,57.1428571428571,3,42.8571428571429
"305OAK","305OAK",5,36.7,145,17.5,23.98,33.7,36.7,143,144.2,75.18,4,80,2,40
"305PAC","305PAC",24,4,222,0,0.16,0.975,4,17.475,62.16,24.6166666666667,4,16.6666666666667,3,12.5
"305PAJ","305PAJ",31,46,1161,17,27.4,34.8,46,72,91.9,90.0096774193548,28,90.3225806451613,21,67.741935483871
"305PES","305PES",1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0
"305PJP","305PJP",120,19.1,1000,0.1,4.485,10.34,19.1,57.3,161.7,78.6430833333333,50,41.6666666666667,40,33.3333333333333
"305PRR","305PRR",7,38.2,58.1,1.22,5.828,14.7,38.2,47.6,53.18,31.7314285714286,4,57.1428571428571,3,42.8571428571429
"305SAN","305SAN",32,23.25,2231,0,2.42,7.275,23.25,184.875,1167.4,317.8375,16,50,13,40.625
"305SBH","305SBH",2,133,145,121,123.4,127,133,139,142.6,133,2,100,2,100
"305SJA","305SJA",98,17.05,712,0,2.14,9.74,17.05,26.675,71.84,44.6405102040816,26,26.530612244898,15,15.3061224489796
"305SJN","305SJN",18,7.6,163.8,0,1.26,2.4,7.6,22.825,110.48,32.9611111111111,4,22.2222222222222,4,22.2222222222222
"305STL","305STL",66,14.18,5000,0,3.4,7.025,14.18,37.125,95.85,110.528181818182,24,36.3636363636364,15,22.7272727272727
"305TES","305TES",7,76.8,263,40.1,54.44,68.55,76.8,105.8,180.8,104.085714285714,7,100,7,100
"305THU","305THU",107,8.9,2315,0,0.52,3.65,8.9,31.25,173.74,90.9497196261682,31,28.9719626168224,22,20.5607476635514
"305TRE","305TRE",16,28.05,1200,0,0,0.1,28.05,172.25,704.5,200.995,9,56.25,7,43.75
"305TSR","305TSR",95,35.9,1000,0.9,12.28,16.05,35.9,66.35,167.2,80.4937894736842,59,62.1052631578947,42,44.2105263157895
"305UVA","305UVA",21,8.1,151,0,0.1,3.6,8.1,23.5,81.7,25.4619047619048,5,23.8095238095238,4,19.047619047619
"305VIS","305VIS",2,89.6,147,32.2,43.68,60.9,89.6,118.3,135.52,89.6,2,100,1,50
"305WCS","305WCS",16,4.955,253,1.82,2.81,3.6225,4.955,23.35,189.5,45.85625,4,25,3,18.75
"305WSA","305WSA",94,48.2,1200,0,9.46,14.975,48.2,111.775,200.63,99.9755319148936,61,64.8936170212766,53,56.3829787234042
"306-CARNE-31","306-CARNE-31",18,73.3,507,4.67,6.644,15.625,73.3,181,406.8,132.261666666667,13,72.2222222222222,12,66.6666666666667
"306-CARNE-32","306-CARNE-32",18,34.25,418,5.75,7.255,11.3,34.25,92.975,212.9,76.7044444444444,11,61.1111111111111,8,44.4444444444444
"306-CARNE-33A","306-CARNE-33A",18,17,924,5.97,8.89,10.55,17,58.825,145.7,88.6905555555556,7,38.8888888888889,6,33.3333333333333
"306-CARNE-36","306-CARNE-36",20,12.4,1000,6.04,6.726,9.225,12.4,31.775,134.7,85.881,5,25,5,25
"306-CORNC-31","306-CORNC-31",21,4.7,200,1.2,2.19,2.48,4.7,14.8,19.8,17.3790476190476,2,9.52380952380952,1,4.76190476190476
"306-POND-A","306-POND-A",10,45.05,1000,6.5,10.01,16.575,45.05,83.6,356.5,158.67,7,70,6,60
"306-POND-B","306-POND-B",11,12.7,63,1.87,3.25,7.765,12.7,24.75,32.2,18.6045454545455,3,27.2727272727273,1,9.09090909090909
"306-POND-C","306-POND-C",11,6.23,27,2.75,4.46,5.16,6.23,11,17.3,9.53909090909091,1,9.09090909090909,0,0
"306-POND-D","306-POND-D",11,10,31.5,5.81,7.18,8.875,10,22.9,28.1,15.5145454545455,3,27.2727272727273,0,0
"306-POND-E","306-POND-E",11,19.7,40.7,8.66,14.1,14.85,19.7,28.35,40.6,22.3509090909091,3,27.2727272727273,2,18.1818181818182
"306-POND-F","306-POND-F",9,21.9,60.9,6.71,9.742,18.6,21.9,28.7,43.94,26.09,4,44.4444444444444,1,11.1111111111111
"306-POND-G","306-POND-G",11,21.5,80.7,6.31,8.04,9.595,21.5,25.55,71.6,27.2490909090909,3,27.2727272727273,2,18.1818181818182
"306-POND-H","306-POND-H",11,14.4,64.1,3.74,10.9,11.3,14.4,23.3,46.6,21.8581818181818,2,18.1818181818182,2,18.1818181818182
"306-POND-I","306-POND-I",9,32.2,64.3,3.87,9.814,21.2,32.2,43.8,58.22,33.43,6,66.6666666666667,3,33.3333333333333
"306-POND-J","306-POND-J",11,29,92.7,7.97,12.2,14.05,29,51.75,76,36.4427272727273,6,54.5454545454545,4,36.3636363636364
"306-POND-K","306-POND-K",7,200,707,73.5,77.7,84.9,200,267.5,483.8,240.757142857143,7,100,7,100
"306CAR","306CAR",17,19.7,68.9,6.7,7.66,10.1,19.7,29,53.2,24,6,35.2941176470588,3,17.6470588235294
"306ELK","306ELK",20,6.25,113.8,0.1,0.1,1.975,6.25,8.6,12.11,10.965,1,5,1,5
"306MCM","306MCM",4,17.35,59.4,1.9,2.08,2.35,17.35,39,51.24,24,2,50,1,25
"306OMB-Source","306OMB-Source",2,18,26,10,11.6,14,18,22,24.4,18,1,50,0,0
"306PGE-Discharge","306PGE-Discharge",10,28.75,390,18.7,18.97,19.475,28.75,50.925,95.9699999999999,68.83,5,50,4,40
"306PGE-MidPoint","306PGE-MidPoint",10,24.55,145,7.69,14.179,15.3,24.55,56.55,132.4,48.509,5,50,4,40
"306PGE-Source1","306PGE-Source1",11,60,782,13,15.9,38.3,60,84.5,593,165.427272727273,9,81.8181818181818,8,72.7272727272727
"306PGE-Source2","306PGE-Source2",10,42.35,222,16.6,19.75,23.95,42.35,58.075,79.6199999999999,57.45,7,70,5,50
"306PGE-Source3","306PGE-Source3",9,29.4,995,10.1,17.14,19.3,29.4,132,652.6,213.344444444444,5,55.5555555555556,4,44.4444444444444
"306WAC","306WAC",16,4.65,310.8,0.1,1.15,2.75,4.65,11.475,193.95,47.69375,3,18.75,3,18.75
"307-CARME-31","307-CARME-31",6,1.725,9.78,0.73,0.835,0.9525,1.725,2.865,6.39,2.98333333333333,0,0,0,0
"307-CARME-33","307-CARME-33",6,0.635,3.89,0.43,0.46,0.5025,0.635,1.105,2.56,1.21833333333333,0,0,0,0
"307-CARME-36","307-CARME-36",4,0.965,2.7,0.38,0.473,0.6125,0.965,1.605,2.262,1.2525,0,0,0,0
"307-CARME-38","307-CARME-38",6,0.88,2.53,0.28,0.315,0.3825,0.88,1.3925,1.98,1.05833333333333,0,0,0,0
"307CMD","307CMD",19,0.1,21.3,0,0,0.05,0.1,0.43,2.56,1.61052631578947,0,0,0,0
"307CML","307CML",67,0.1,73.9,0,0,0,0.1,2.5,5.76,3.54492537313433,3,4.47761194029851,1,1.49253731343284
"307CMN","307CMN",20,0.32,28.8,0,0,0.1,0.32,1.825,3.02,2.2905,1,5,0,0
"307CMU","307CMU",20,0.1,23.1,0,0,0,0.1,0.2825,3.53,1.683,0,0,0,0
"307TUL","307TUL",18,1.45,37.6,0,0,0.135,1.45,7.65,12.57,5.72333333333333,1,5.55555555555556,0,0
"308BGC","308BGC",91,0.1,12.9,0,0,0,0.1,0.85,3.2,1.05098901098901,0,0,0,0
"308BSR","308BSR",99,0.1,1568,0,0,0,0.1,1.05,7.4,22.1307070707071,6,6.06060606060606,4,4.04040404040404
"308BSU","308BSU",19,0.1,5.8,0,0,0.1,0.1,1,3.9,1.11157894736842,0,0,0,0
"308GAR","308GAR",19,0.3,11.6,0,0,0,0.3,1.95,9.22,2.20105263157895,0,0,0,0
"308LIM","308LIM",21,3.6,35.2,0,0,0.3,3.6,6.9,8,5.92380952380952,2,9.52380952380952,0,0
"308LSR","308LSR",89,0.6,262.4,0,0,0.1,0.6,4,8.80000000000001,6.68730337078652,3,3.37078651685393,2,2.24719101123596
"308LSU","308LSU",1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0
"308MIL","308MIL",20,3.75,346,0,0,1.525,3.75,7.625,21.9800000000001,25.03995,2,10,2,10
"308PS0308","308PS0308",1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0,0,0,0
"308SAM","308SAM",11,0,10,0,0,0,0,0.255,1.4,1.08272727272727,0,0,0,0
"308SJC","308SJC",17,2,8.4,0,0,0.39,2,4.8,6.44,2.84058823529412,0,0,0,0
"308WLO","308WLO",95,0,9.6,0,0,0,0,0.17,3.1,0.790947368421053,0,0,0,0
"309-SRITA-34","309-SRITA-34",16,135.4,3000,7.5,26.55,60.35,135.4,277.45,1097.5,422.83125,14,87.5,14,87.5
"309-SRITA-36","309-SRITA-36",16,561,3000,17.3,52.15,109.025,561,1420.75,2586,922.53125,15,93.75,15,93.75
"309ALD","309ALD",60,110,1652,4.4,22.75,43.425,110,336.925,632.63,247.601666666667,52,86.6666666666667,45,75
"309ALG","309ALG",91,196,5492,16.1,41.4,72.1,196,612,1161,510.675824175824,88,96.7032967032967,83,91.2087912087912
"309ALU","309ALU",24,213.85,1081,13,26.33,38.75,213.85,583.5,982.2,335.954166666667,22,91.6666666666667,18,75
"309ASB","309ASB",90,51.45,715,0.1,13.01,27.25,51.45,102.45,199.34,94.1977777777778,72,80,52,57.7777777777778
"309ATS","309ATS",21,0.29,30.3,0,0,0.1,0.29,1.4,8.1,3.09333333333333,1,4.76190476190476,0,0
"309AVR","309AVR",7,56.2,1454,31.5,41.7,52.3,56.2,766.5,1260.2,454.185714285714,7,100,6,85.7142857142857
"309AXX","309AXX",10,11.75,322.3,2.9,3.62,9.625,11.75,31.2,222.22,64.26,4,40,2,20
"309BLA","309BLA",93,48.8,705,0.1,7.64000000000001,25.8,48.8,80.8,173.04,81.4525806451613,71,76.3440860215054,52,55.9139784946236
"309CAW130","309CAW130",1,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0,0,0,0
"309CAW178","309CAW178",1,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0,0,0,0
"309CCD","309CCD",29,113,3000,5,28.08,51,113,316,1092.2,429.7,26,89.6551724137931,23,79.3103448275862
"309CRR","309CRR",18,2970,5000,98.1,291.25,664.75,2970,3000,3000,2192.9,18,100,18,100
"309DAV","309DAV",102,19.35,2922,0,0.173,5.1,19.35,60.6,120.76,89.3085294117647,46,45.0980392156863,35,34.3137254901961
"309DSA","309DSA",23,2.2,1200,0,0.1,0.53,2.2,7.65,14.72,57.4630434782609,2,8.69565217391304,2,8.69565217391304
"309ESP","309ESP",94,153.1,3000,0.1,22.79,64.575,153.1,535.75,1286.7,420.197872340426,83,88.2978723404255,79,84.0425531914894
"309GAB","309GAB",61,366.7,3000,21.7,49.2,123.9,366.7,964,2512,769.463114754098,59,96.7213114754098,56,91.8032786885246
"309GRN","309GRN",77,13.4,5000,0,1.74,4.7,13.4,39.9,182.460000000001,207.741558441558,30,38.961038961039,19,24.6753246753247
"309HRT","309HRT",7,1163,3000,366.1,460.84,684,1163,1922.5,2418.6,1391.72857142857,7,100,7,100
"309JON","309JON",92,101.85,4620,3.3,20.57,42.85,101.85,274.75,726.6,333.259782608696,80,86.9565217391304,69,75
"309KNG","309KNG",20,6.1,134,0.1,2.71,4.5,6.1,23.625,37.99,18.915,5,25,2,10
"309LOK","309LOK",4,352.05,2351,179.2,230.44,307.3,352.05,853.325,1751.93,808.575,4,100,4,100
"309LOR","309LOR",21,0.31,749,0,0,0.1,0.31,6.1,27,40.5428571428571,3,14.2857142857143,2,9.52380952380952
"309MER","309MER",93,156.2,3476,20.9,42.6,66.9,156.2,367,939.4,363.461290322581,90,96.7741935483871,85,91.3978494623656
"309MOR","309MOR",113,26.2,1710,0,4.7,8.8,26.2,45.4,81.46,54.1230088495575,58,51.3274336283186,33,29.2035398230088
"309NAC","309NAC",22,0.75,8.8,0,0.01,0.1,0.75,1.6,2.84,1.32090909090909,0,0,0,0
"309NAD","309NAD",94,94.6,3000,2.6,20.93,37.025,94.6,442.5,1134.5,422.873404255319,81,86.1702127659574,68,72.3404255319149
"309NOS","309NOS",4,3000,3000,149,1004.3,2287.25,3000,3000,3000,2287.25,4,100,4,100
"309OLD","309OLD",168,74.4,2831,0.1,17.94,36.3,74.4,151.975,437,173.007916666667,139,82.7380952380952,120,71.4285714285714
"309POT","309POT",5,37.7,170.5,15,19.8,27,37.7,55.3,124.42,61.1,4,80,2,40
"309PSO","309PSO",12,3.85,74.3,0,0.01,0.4,3.85,5.725,11.32,9.34333333333333,1,8.33333333333333,1,8.33333333333333
"309QCW","309QCW",7,681,3000,84.1,104.38,390.95,681,2587,2993.4,1388.71428571429,7,100,7,100
"309QUA","309QUA",22,271.65,3000,9,33.65,173.45,271.65,648,2395.6,705.613636363636,21,95.4545454545455,19,86.3636363636364
"309QUI","309QUI",62,443,5000,28.8,79.59,153.25,443,1486.5,2974.1,946.409677419355,62,100,60,96.7741935483871
"309RTA","309RTA",41,331,3000,10,31.3,65.8,331,1144,2556,814.712195121951,37,90.2439024390244,35,85.3658536585366
"309SAC","309SAC",68,35.215,3000,0,9.64,14.6,35.215,79.15,609.2,220.820147058824,43,63.2352941176471,32,47.0588235294118
"309SAG","309SAG",37,42.1,3000,0.1,9.54,17.4,42.1,111.7,458.2,225.051351351351,23,62.1621621621622,19,51.3513513513513
"309SAN","309SAN",22,0.1,2.2,0,0,0.025,0.1,0.4375,1.182,0.428636363636364,0,0,0,0
"309SAS","309SAS",9,28.1,82.9,0.1,2.1,4.8,28.1,49.6,80.58,32.8555555555556,5,55.5555555555556,4,44.4444444444444
"309SAT","309SAT",14,1.05,37.6,0,0.03,0.325,1.05,3.9,5.8,4.40714285714286,1,7.14285714285714,0,0
"309SBC","309SBC",7,309.4,712,31.7,54.74,168,309.4,421.25,565,318.8,7,100,6,85.7142857142857
"309SBR","309SBR",22,13.6,725,0,1.68,6.0525,13.6,39.675,69.46,54.405,7,31.8181818181818,6,27.2727272727273
"309SDR","309SDR",36,5.3,783.7,0,0,0.625,5.3,25.825,62.6,39.2277777777778,9,25,7,19.4444444444444
"309SEC","309SEC",18,0.22,3.8,0,0,0.1,0.22,0.8425,2.24,0.74,0,0,0,0
"309SED071","309SED071",1,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0,0,0,0
"309SET","309SET",16,0.475,11,0,0,0.1,0.475,1.6,7.35,2.02375,0,0,0,0
"309SOS","309SOS",7,504,3000,266.6,287.6,361.8,504,896.5,1969.2,898.171428571429,7,100,7,100
"309SSP","309SSP",45,67.6,2584,0.1,8.58,32.2,67.6,159.9,777.4,243.588888888889,36,80,30,66.6666666666667
"309SUN","309SUN",11,15.8,1223,0.1,3,3.265,15.8,28.95,180,137.984545454545,3,27.2727272727273,2,18.1818181818182
"309TDW","309TDW",100,86.75,1170,0.19,32.83,49.275,86.75,160.675,350.41,156.1231,92,92,84,84
"309TEH","309TEH",93,140.3,3260,27.5,55.62,83.8,140.3,398.8,1183.6,383.293548387097,93,100,89,95.6989247311828
"309TEM","309TEM",21,85.8,513.7,24,35,52.3,85.8,134.26,320.7,127.388571428571,20,95.2380952380952,17,80.9523809523809
"309TOP","309TOP",1,12,12,12,12,12,12,12,12,12,0,0,0,0
"309UAL","309UAL",1,150,150,150,150,150,150,150,150,150,1,100,1,100
"309UQA","309UQA",10,14.55,306.6,4.8,6.69,7.8,14.55,66.475,256.38,73.19,4,40,4,40
"309USA","309USA",30,2.45,1097,0,0,0.1,2.45,11.3,57.43,49.8703333333333,5,16.6666666666667,5,16.6666666666667
"310ADC","310ADC",57,0.1,33,0,0,0,0.1,1.1,5.26,2.54385964912281,2,3.50877192982456,0,0
"310ADU","310ADU",1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0,0,0,0
"310AGB","310AGB",18,3.2,21.4,0,0,1.3,3.2,8.2,14.08,5.45555555555556,0,0,0,0
"310AGF","310AGF",20,5.15,37.8,0,0,1.775,5.15,7.45,21.45,8.105,1,5,0,0
"310AGS","310AGS",19,3.6,15.2,0,0,0.05,3.6,6.9,10.44,4.50526315789474,0,0,0,0
"310APN","310APN",61,0.59,11.4,0.1,0.27,0.36,0.59,1.09,2.11,1.07311475409836,0,0,0,0
"310ARG","310ARG",81,3.3,1571,0,0,1.2,3.3,8.7,32,39.5308641975309,10,12.3456790123457,8,9.87654320987654
"310BER","310BER",7,3.5,4.6,0.1,0.1,0.15,3.5,4.25,4.42,2.42857142857143,0,0,0,0
"310CAN","310CAN",175,1.37,91.5,0,0.458,0.7,1.37,2.385,5.062,3.95965714285714,6,3.42857142857143,2,1.14285714285714
"310CAY","310CAY",8,4.2,1000,0.1,0.1,0.1,4.2,21.125,338.99,134.25,2,25,2,25
"310CCC","310CCC",195,1.53,226.3,0.1,0.464,0.825,1.53,2.93,6.708,6.9054,11,5.64102564102564,6,3.07692307692308
"310CER","310CER",196,1.645,401,0,0.68,0.95,1.645,2.71,4.455,5.08408163265306,3,1.53061224489796,2,1.02040816326531
